,Name,Season,OBPM,DBPM,BPM
509,Aleksandar Isailovic,2013,-1.6,-1.1,-2.7
510,Aleksandar Isailovic,2014,-3.7,1.0,-2.7
511,Aleksej Rostov,2013,1.5,-1.2,0.3
512,Aleksej Rostov,2015,-4.6,-0.1,-4.7
513,Aleksej Rostov,2016,0.1,-1.3,-1.2
514,Alex Abreu,2011,0.0,0.0,0.0
515,Alex Abreu,2012,3.8,0.5,4.2
516,Alex Abreu,2013,3.4,-0.9,2.5
517,Alex Anderson,2013,-7.2,-4.3,-11.5
518,Alex Anderson,2015,4.5,-3.4,1.1
519,Alex Anderson,2016,1.8,-3.5,-1.6
520,Alex Austin,2013,1.1,-4.0,-2.8
521,Alex Austin,2014,-0.5,-3.4,-3.9
522,Alex Austin,2016,-1.0,2.3,1.3
523,Alex Barlow,2013,0.7,5.3,6.1
524,Alex Barlow,2014,2.1,4.1,6.2
525,Alex Barlow,2015,3.7,5.9,9.6
526,Alex Bates,2014,-3.0,-0.1,-3.1
527,Alex Bates,2015,-3.7,3.3,-0.4
528,Alex Brown,2013,-3.9,4.2,0.3
529,Alex Brown,2017,-7.8,-3.9,-11.6
530,Alex Carr,2015,-7.2,-0.9,-8.1
531,Alex Carr,2016,-6.4,0.2,-6.2
532,Alex Caruso,2013,0.3,5.1,5.4
533,Alex Caruso,2014,2.0,5.3,7.3
534,Alex Caruso,2015,3.2,4.4,7.6
535,Alex Caruso,2016,4.4,6.0,10.4
536,Alex Copeland,2017,0.8,-3.0,-2.3
537,Alex Davis,2014,-2.7,3.8,1.1
538,Alex Davis,2015,-3.1,1.7,-1.3
539,Alex Dragicevich,2012,2.0,-0.4,1.6
540,Alex Dragicevich,2014,1.4,0.0,1.4
541,Alex Ennis,2017,-6.0,0.2,-5.8
542,Alex Etherington,2015,-2.0,0.3,-1.7
543,Alex Floresca,2016,-4.1,-0.5,-4.5
544,Alex Foster,2014,-1.3,-0.9,-2.2
545,Alex Fountain,2014,-5.2,-0.7,-5.9
546,Alex Fountain,2015,-2.7,-4.5,-7.2
547,Alex Fountain,2016,-1.5,-2.0,-3.6
548,Alex Fountain,2017,0.6,-2.4,-1.8
549,Alex Francis,2011,-4.7,-2.9,-7.6
550,Alex Francis,2012,-2.5,-3.9,-6.4
551,Alex Francis,2013,0.4,-1.6,-1.2
552,Alex Francis,2014,0.1,-0.5,-0.3
553,Alex Garcia-Mendoza,2011,0.3,-0.9,-0.7
554,Alex Gauna,2012,-3.0,-1.9,-4.9
555,Alex Gauna,2013,-1.5,2.4,0.9
556,Alex Gauna,2014,-0.8,2.8,2.1
557,Alex Gavrilovic,2012,-0.9,-1.4,-2.3
558,Alex Gavrilovic,2015,0.0,-2.3,-2.3
559,Alex Giergen,2012,-5.5,-4.3,-9.8
560,Alex Hamilton,2013,1.1,1.9,2.9
561,Alex Hamilton,2014,3.0,2.5,5.4
562,Alex Hamilton,2015,2.8,0.7,3.5
563,Alex Hamilton,2016,5.5,1.4,6.9
564,Alex Harris,2011,0.7,-1.7,-0.9
565,Alex Harris,2013,1.4,-0.9,0.5
566,Alex Harris,2014,2.8,-1.5,1.3
567,Alex Harris,2015,2.7,-0.8,1.9
568,Alex Hart,2016,-2.0,1.3,-0.8
569,Alex Hart,2017,-3.5,-0.2,-3.7
570,Alex Hicks,2017,-3.7,0.9,-2.9
571,Alex Hobbs,2017,-1.5,-0.2,-1.7
572,Alex Illikainen,2016,0.1,2.1,2.2
573,Alex Jackson,2012,-6.7,-0.8,-7.6
574,Alex Johnson,2011,3.0,-4.0,-1.0
575,Alex Johnson,2012,0.8,0.0,0.8
576,Alex Jones,2011,-1.5,-1.5,-3.0
577,Alex Kirk,2011,-0.3,3.1,2.7
578,Alex Kirk,2013,0.9,4.4,5.3
579,Alex Kirk,2014,0.0,5.2,5.3
580,Alex Larsson,2015,-4.2,0.9,-3.3
581,Alex Larsson,2016,-4.7,-0.4,-5.0
582,Alex Larsson,2017,-5.5,-1.7,-7.1
583,Alex Len,2013,2.7,5.3,8.0
584,Alex Long,2016,-5.0,0.0,-5.0
585,Alex Long,2017,-6.2,1.8,-4.4
586,Alex Lubsey,2013,-4.7,-1.2,-5.9
587,Alex Majewski,2014,-2.6,-3.7,-6.3
588,Alex Marcotullio,2011,3.6,0.5,4.1
589,Alex Marcotullio,2012,3.5,-0.3,3.2
590,Alex Marcotullio,2013,2.8,1.1,3.9
591,Alex Mitola,2013,1.0,-2.9,-1.9
592,Alex Mitola,2014,3.4,-3.2,0.2
593,Alex Mitola,2015,3.5,-3.1,0.4
594,Alex Mitola,2016,3.1,-0.9,2.3
595,Alex Murphy,2013,-0.8,-1.0,-1.9
596,Alex Murphy,2017,0.9,-0.3,0.6
597,Alex Ogundadegbe,2011,-5.3,-1.2,-6.5
598,Alex Ogundadegbe,2012,-7.6,-3.4,-11.0
599,Alex Ogundadegbe,2013,-4.5,-2.3,-6.8
600,Alex Ogundadegbe,2014,-5.8,0.5,-5.3
601,Alex Olah,2013,-2.5,3.5,1.0
602,Alex Olah,2014,-1.4,5.2,3.7
603,Alex Olah,2015,1.7,4.9,6.6
604,Alex Olah,2016,1.8,4.2,6.0
605,Alex Oriakhi,2011,2.0,3.6,5.6
606,Alex Oriakhi,2012,-1.4,2.0,0.7
607,Alex Oriakhi,2013,4.8,3.8,8.6
608,Alex Osborne,2012,-1.6,3.4,1.8
609,Alex Osborne,2013,-2.3,2.6,0.3
610,Alex Osborne,2014,-1.4,1.7,0.4
611,Alex Paquin,2017,-2.5,-2.6,-5.1
612,Alex Peters,2015,-6.2,0.9,-5.4
613,Alex Peters,2016,-5.7,-0.3,-6.0
614,Alex Peters,2017,0.0,1.0,1.1
615,Alex Phillips,2013,-1.5,-5.2,-6.7
616,Alex Phillips,2014,-0.5,-1.5,-2.0
617,Alex Poythress,2013,2.9,-0.2,2.7
618,Alex Poythress,2014,2.5,2.9,5.4
619,Alex Poythress,2016,4.0,2.2,6.2
620,Alex Ramon,2015,0.6,-0.5,0.1
621,Alex Ramon,2016,-0.9,-1.6,-2.4
622,Alex Robinson,2015,-0.5,1.5,1.0
623,Alex Robinson,2017,2.1,2.4,4.5
624,Alex Rosenberg,2012,-1.7,1.0,-0.7
625,Alex Rosenberg,2013,-0.5,-1.0,-1.4
626,Alex Rosenberg,2014,4.9,-2.0,2.9
627,Alex Rosenberg,2016,2.1,-1.9,0.1
628,Alex Rubin,2011,-0.9,0.8,-0.1
629,Alex Savannah,2011,-4.9,-2.1,-7.1
630,Alex Smith,2012,-0.8,2.0,1.1
631,Alex Smith,2013,-1.7,3.8,2.0
632,Alex Stepheson,2011,-0.5,2.6,2.1
633,Alex Thomas,2016,-0.8,3.0,2.2
634,Alex Thomas,2017,-1.8,3.2,1.4
635,Alex Thompson,2017,0.7,-1.5,-0.8
636,Alex Tiffin,2011,-7.0,-1.8,-8.8
637,Alex Tiffin,2012,-6.5,-2.7,-9.2
638,Alex Tiffin,2014,-5.9,-2.3,-8.2
639,Alex Tiffin,2015,-4.5,-2.9,-7.4
640,Alex Tucker,2011,-0.9,-1.1,-2.0
641,Alex Tucker,2012,-2.2,0.5,-1.7
642,Alex Tyus,2011,0.8,3.3,4.1
643,Alex Vouyoukas,2011,-8.0,2.3,-5.7
644,Alex Vouyoukas,2012,-2.7,3.0,0.3
645,Alex Welhouse,2013,0.1,-4.6,-4.5
646,Alex Wolf,2011,3.1,-1.7,1.4
647,Alex Young,2011,2.0,-0.3,1.7
648,Alex Young,2012,4.4,-1.7,2.7
649,Alex Young,2013,0.9,-0.3,0.6
650,Alex Young,2014,0.2,1.1,1.3
651,Alex Young,2015,1.4,1.5,2.9
652,Alex Young,2016,2.7,2.3,5.0
653,Alexander Aka Gorski,2016,0.8,-2.5,-1.7
654,Alexander Aka Gorski,2017,1.6,-1.0,0.6
655,Alexander Scotland-Williamson,2013,-6.5,-0.1,-6.7
656,Alexander Starling,2011,-0.6,-0.1,-0.7
657,Alexis Dargenton,2017,-2.6,3.7,1.1
658,Alexis Moore,2012,-3.9,1.6,-2.3
659,Alexis Wangmene,2011,-0.7,3.6,2.9
660,Alexis Wangmene,2012,0.3,4.0,4.3
661,Alfonzo Houston,2013,-2.9,0.1,-2.9
662,Alfonzo Houston,2014,-2.1,-0.6,-2.7
663,Alfonzo Hubbard,2012,-0.6,0.3,-0.4
664,Alfonzo McKinnie,2011,-6.0,-0.9,-6.9
665,Alfonzo McKinnie,2012,-0.2,-2.1,-2.3
666,Alfonzo McKinnie,2015,-2.8,-1.0,-3.8
667,Alfred Jones,2011,1.7,-0.2,1.5
668,Algie Key,2014,-1.0,1.7,0.8
669,Alhaji Fullah,2013,-3.5,4.1,0.6
670,Alhaji Fullah,2014,-0.4,1.0,0.6
671,Ali Fall,2014,-4.5,0.7,-3.9
672,Ali Langford,2012,-0.8,1.6,0.8
673,Ali Tew,2016,-9.3,0.6,-8.7
674,Ali Tew,2017,-9.8,-1.7,-11.5
675,Aliaksei Patsevich,2012,-2.7,0.5,-2.1
676,Alioune Diouf,2012,-4.8,0.9,-3.9
677,Alioune Diouf,2013,-3.5,1.6,-1.9
678,Alize Johnson,2017,4.2,0.3,4.5
679,Allan Chaney,2013,2.2,0.5,2.8
680,Allan Dempster,2014,-3.5,-2.9,-6.4
681,Allan Guei,2012,-5.0,-4.4,-9.3
682,Allan Guei,2013,-2.0,-1.7,-3.7
683,Allan Saint-Gelais,2012,-4.1,-3.0,-7.2
684,Allante Holston,2016,-3.8,-0.4,-4.2
685,Allante Holston,2017,-5.0,0.3,-4.7
686,Allen Crabbe,2011,4.7,2.2,6.8
687,Allen Crabbe,2012,5.0,2.1,7.2
688,Allen Crabbe,2013,6.2,2.1,8.3
689,Allen Dickerson,2011,-5.7,-1.7,-7.4
690,Allen Dickerson,2014,-1.0,-3.3,-4.3
691,Allen Huddleston,2011,2.9,-0.7,2.1
692,Allen Huddleston,2013,1.8,0.9,2.7
693,Allen Huddleston,2014,2.7,-1.3,1.5
694,Allen Jiles,2011,-5.0,-0.6,-5.6
695,Allen Jiles,2012,-4.0,0.0,-4.0
696,Allen Payne,2011,-4.0,0.2,-3.8
697,Allen Payne,2013,-0.3,1.1,0.8
698,Allen Payne,2014,0.7,2.0,2.7
699,Allen Roberts,2011,-1.7,-1.8,-3.6
700,Allen Roberts,2013,1.1,-3.3,-2.1
701,Allen Smith,2011,0.3,-5.0,-4.8
702,Allen Tate,2012,-4.5,2.1,-2.4
703,Allen Tate,2013,-3.8,2.1,-1.7
704,Allerik Freeman,2015,1.5,1.0,2.4
705,Allerik Freeman,2016,4.2,0.2,4.4
706,Allerik Freeman,2017,4.2,1.0,5.3
707,Allonzo Trier,2016,4.6,1.0,5.6
708,Allyn Cooks,2011,0.1,-3.1,-3.1
709,Alonzo Edwards,2011,-3.7,-1.9,-5.6
710,Alonzo Edwards,2012,-3.6,0.1,-3.6
711,Alonzo Nelson-Ododa,2013,-1.1,6.3,5.2
712,Alonzo Nelson-Ododa,2014,-2.7,7.6,4.9
713,Alonzo Nelson-Ododa,2015,0.0,6.1,6.0
714,Alonzo Nelson-Ododa,2016,-2.1,6.4,4.3
715,Alonzo Traylor,2014,-1.6,-3.1,-4.7
716,Alonzo Walker,2017,-3.0,0.8,-2.2
717,Aloysius Henry,2011,-4.5,-2.9,-7.4
718,Aloysius Henry,2012,-2.6,-1.2,-3.8
719,Alpha Diallo,2017,-0.3,3.6,3.3
720,Alphonso Leary,2011,-6.4,-1.9,-8.2
721,Alphonso Leary,2012,-3.8,-0.1,-3.9
722,Alphonso Leary,2013,-5.1,1.8,-3.3
723,Alshwan Hymes,2011,0.9,-2.8,-1.9
724,Alshwan Hymes,2012,0.4,-4.9,-4.5
725,Alshwan Hymes,2013,1.0,-2.6,-1.6
726,Alvin Abreu,2012,-2.1,-1.2,-3.3
727,Alvin Ellis,2014,-0.9,2.6,1.7
728,Alvin Ellis,2015,-2.5,3.0,0.6
729,Alvin Ellis,2016,5.3,4.3,9.5
730,Alvin Ellis,2017,2.3,3.3,5.6
731,Alwayne Bigby,2012,-3.9,0.9,-3.0
732,Alwayne Bigby,2013,-3.9,0.8,-3.1
733,Aly Ahmed,2014,-3.8,0.0,-3.8
734,Aly Ahmed,2015,-0.9,0.2,-0.7
735,Aly Ahmed,2016,-4.0,1.6,-2.4
736,Alyx Foster,2014,-4.7,-0.9,-5.6
737,Alzee Williams,2012,0.4,-1.2,-0.8
738,Alzee Williams,2013,-0.4,-2.4,-2.8
739,Alzee Williams,2014,0.5,-1.2,-0.7
740,Amadi Ikpeze,2017,-6.3,0.7,-5.6
741,Amadi Udenyi,2016,-0.9,-0.4,-1.4
742,Amadou Sidibe,2013,-2.0,1.4,-0.5
743,Amadou Sidibe,2014,-3.1,1.3,-1.8
744,Amadou Sidibe,2015,-2.9,0.1,-2.7
745,Amadou Sidibe,2017,-1.8,2.0,0.2
746,Amanze Egekeze,2015,0.6,1.0,1.6
747,Amanze Egekeze,2016,3.9,-1.2,2.7
748,Amanze Egekeze,2017,3.1,0.8,3.9
749,Amar Alibegovic,2016,-2.5,0.3,-2.2
750,Amar Alibegovic,2017,-1.0,1.8,0.7
751,Amar Stukes,2015,-2.5,1.1,-1.4
752,Amar Stukes,2016,-4.0,-1.2,-5.1
753,Amar Stukes,2017,2.2,-0.4,1.8
754,Amari Hamilton,2017,-2.4,-5.7,-8.1
755,Amath M'Baye,2011,-2.3,-0.2,-2.5
756,Amath M'Baye,2013,0.8,2.4,3.2
757,Amaurys Fermin,2012,-0.8,-2.3,-3.2
758,Ambrose Mosley,2014,1.4,-1.4,0.0
759,Ambrose Mosley,2015,1.6,-1.0,0.6
760,Ambrose Mosley,2017,5.0,-0.7,4.3
761,Amdy Fall,2014,-5.7,4.4,-1.4
762,Amdy Fall,2015,-2.0,6.9,4.9
763,Amdy Fall,2016,-5.5,5.5,0.0
764,Amedeo Della Valle,2014,-0.4,1.5,1.0
765,Ameen Tanksley,2012,-0.6,-1.9,-2.5
766,Ameen Tanksley,2013,1.4,-0.2,1.2
767,Ameen Tanksley,2015,2.9,-1.1,1.9
768,Ameen Tanksley,2016,2.0,-0.9,1.1
769,Ameer Ali,2011,-4.4,-0.3,-4.7
770,Ameer Ali,2012,-1.3,-0.2,-1.6
771,Amere May,2012,-4.6,-5.7,-10.3
772,Amere May,2013,-3.4,-3.1,-6.4
773,Amere May,2015,3.6,-3.7,-0.1
774,Amida Brimah,2014,0.4,9.6,10.0
775,Amida Brimah,2015,2.3,7.4,9.7
776,Amida Brimah,2017,-1.9,6.8,4.9
777,Amidou Bamba,2017,-3.5,1.7,-1.8
778,Amile Jefferson,2013,2.7,3.6,6.2
779,Amile Jefferson,2014,5.7,4.3,10.0
780,Amile Jefferson,2015,4.8,4.7,9.5
781,Amile Jefferson,2017,4.0,6.1,10.2
782,Amin Stevens,2011,0.0,-0.3,-0.3
783,Amin Torres,2013,-1.6,-4.5,-6.1
784,Amin Torres,2014,-3.8,-5.1,-8.9
785,Amin Torres,2015,-0.2,-3.5,-3.8
786,Amir Bell,2015,-0.7,-1.0,-1.7
787,Amir Bell,2016,0.3,0.7,1.1
788,Amir Bell,2017,-0.4,1.4,1.0
789,Amir Celestin,2011,-3.7,-3.2,-6.9
790,Amir Celestin,2012,-3.0,-3.1,-6.0
791,Amir Coffey,2017,3.0,2.8,5.8
792,Amir Garrett,2013,-1.3,1.1,-0.1
793,Amir Smith,2016,-4.1,-2.9,-7.1
794,Amir Warnock,2017,-6.8,-1.8,-8.7
795,Amir Williams,2013,0.8,7.1,7.8
796,Amir Williams,2014,0.8,7.1,7.9
797,Amir Williams,2015,2.5,6.9,9.4
798,Ammanuel Diressa,2013,-4.9,-2.9,-7.8
799,Amos Given,2017,-6.1,-4.7,-10.8
800,Amos Olatayo,2011,1.9,2.3,4.2
801,Amos Olatayo,2013,0.5,-2.8,-2.3
802,Amos Studivant,2011,-6.8,-1.6,-8.4
803,Amos Studivant,2012,-6.1,-0.3,-6.4
804,Amos Wilson,2013,-4.1,-1.2,-5.3
805,Amos Wilson,2014,-3.1,-2.1,-5.2
806,Amric Fields,2011,-1.7,0.5,-1.2
807,Amric Fields,2012,3.9,-0.7,3.2
808,Amric Fields,2015,1.2,1.7,3.0
809,Amu Saaka,2011,3.7,-1.4,2.3
810,An'Juan Wilderness,2011,-0.6,0.5,0.0
811,Anali Okoloji,2013,-3.0,1.4,-1.6
812,Anali Okoloji,2015,-2.1,2.4,0.3
813,Anas Mahmoud,2015,-1.6,8.0,6.4
814,Anas Mahmoud,2017,2.3,11.7,14.0
815,Anatoly Bose,2011,1.9,-1.7,0.2
816,Andell Cumberbatch,2014,1.1,1.3,2.4
817,Andell Cumberbatch,2015,0.3,1.1,1.4
818,Anders Broman,2014,-2.4,-3.2,-5.6
819,Anders Broman,2017,1.9,-1.5,0.4
820,Andre Adams,2014,-6.9,-1.8,-8.7
821,Andre Almeida,2011,-1.4,7.9,6.5
822,Andre Almeida,2013,-2.0,4.2,2.2
823,Andre Armstrong,2013,1.8,-4.7,-2.9
824,Andre Armstrong,2014,1.8,-6.3,-4.5
825,Andre Coimbra,2011,-3.9,2.6,-1.3
826,Andre Coimbra,2012,-2.7,0.9,-1.8
827,Andre Cornelius,2011,2.6,0.6,3.3
828,Andre Dawkins,2011,5.8,1.7,7.5
829,Andre Dawkins,2012,4.7,-0.9,3.8
830,Andre Dawkins,2014,8.8,-1.6,7.2
831,Andre Drummond,2012,0.7,5.3,6.0
832,Andre Fox,2016,-2.8,-2.4,-5.2
833,Andre Fox,2017,-0.5,-0.7,-1.2
834,Andre Frederick,2016,-6.1,2.0,-4.1
835,Andre Hatchett,2011,-4.9,-3.4,-8.4
836,Andre Hatchett,2012,-4.4,-1.9,-6.3
837,Andre Hatchett,2013,-3.9,-2.1,-6.0
838,Andre Hatchett,2014,-2.0,-1.2,-3.2
839,Andre Hollins,2012,1.9,-0.2,1.8
840,Andre Hollins,2013,7.6,0.8,8.3
841,Andre Hollins,2014,4.3,-0.6,3.7
842,Andre Hollins,2015,4.9,0.2,5.2
843,Andre Horne Jr.,2016,0.1,-1.9,-1.8
844,Andre Ingram,2012,-1.8,2.5,0.8
845,Andre Ingram,2013,-1.1,4.4,3.3
846,Andre Jones,2011,0.9,-0.1,0.8
847,Andre Jones,2012,0.7,-2.0,-1.3
848,Andre Jones,2017,-4.8,-1.3,-6.1
849,Andre Malone,2013,2.4,-0.1,2.3
850,Andre Marhold,2012,-3.4,2.5,-0.9
851,Andre Marhold,2013,-3.4,2.7,-0.7
852,Andre Mattison,2012,-3.4,1.2,-2.2
853,Andre Mattison,2013,-3.0,1.6,-1.5
854,Andre McFarland,2011,1.1,-0.9,0.2
855,Andre Nation,2013,0.5,3.0,3.5
856,Andre Roberson,2011,4.8,4.9,9.7
857,Andre Roberson,2012,2.6,6.6,9.2
858,Andre Roberson,2013,2.1,7.7,9.8
859,Andre Sands,2016,-1.8,-2.2,-4.0
860,Andre Slavik,2015,-5.5,-2.2,-7.7
861,Andre Smith,2012,-2.4,-2.5,-4.9
862,Andre Smith,2013,-0.1,-1.3,-1.5
863,Andre Smith,2014,2.4,-1.7,0.8
864,Andre Smith,2015,1.0,-2.6,-1.6
865,Andre Spight,2016,1.3,-1.3,0.0
866,Andre Statam,2016,-1.8,-3.7,-5.5
867,Andre Statam,2017,-1.7,-2.5,-4.3
868,Andre Stringer,2011,1.2,-0.3,0.9
869,Andre Stringer,2012,2.3,0.8,3.1
870,Andre Stringer,2013,2.0,-1.3,0.7
871,Andre Stringer,2014,6.6,-0.7,5.9
872,Andre Walker,2012,0.7,4.9,5.5
873,Andre Walker,2015,-2.4,0.2,-2.1
874,Andre Walker,2016,1.0,-1.9,-0.9
875,Andre Walker,2017,1.1,-1.1,0.0
876,Andre Washington,2014,-2.5,8.9,6.4
877,Andre Washington,2017,-2.3,8.0,5.7
878,Andre Wesson,2017,0.2,1.2,1.4
879,Andre Williamson,2011,-1.3,1.2,-0.2
880,Andre Williamson,2012,-0.4,1.2,0.7
881,Andre Wolford,2017,1.6,-3.8,-2.2
882,Andre Yates,2013,-8.5,2.9,-5.6
883,Andre Yates,2015,0.1,0.6,0.7
884,Andre Yates,2016,-2.7,-1.5,-4.2
885,Andre Young,2011,5.7,1.5,7.2
886,Andre Young,2012,6.2,0.4,6.6
887,Andreas Bigum,2015,-9.3,-1.7,-11.1
888,Andres Irarrazabal,2011,-1.3,-0.2,-1.6
889,Andres Torres,2012,-0.2,-1.1,-1.3
890,Andrew Andrews,2013,1.1,1.0,2.1
891,Andrew Andrews,2014,2.2,-0.1,2.0
892,Andrew Andrews,2015,4.7,0.0,4.7
893,Andrew Andrews,2016,8.2,0.8,8.9
894,Andrew Bastien,2016,-5.5,2.7,-2.9
895,Andrew Beinert,2011,1.1,-1.7,-0.7
896,Andrew Bock,2012,-4.9,-4.0,-8.9
897,Andrew Bock,2014,3.6,-2.6,1.0
898,Andrew Brommer,2011,-0.9,4.2,3.3
899,Andrew Brommer,2012,-0.8,1.6,0.8
900,Andrew Brown,2017,1.1,0.5,1.6
901,Andrew Chrabascz,2014,3.8,2.0,5.8
902,Andrew Chrabascz,2015,3.2,3.7,6.9
903,Andrew Chrabascz,2016,4.7,2.6,7.3
904,Andrew Chrabascz,2017,4.3,3.0,7.3
905,Andrew Darko,2011,0.1,3.5,3.6
906,Andrew Del Piero,2013,-2.5,2.5,0.0
907,Andrew Drone,2014,-5.9,-2.3,-8.2
908,Andrew Drone,2015,-3.0,0.6,-2.4
909,Andrew Drone,2016,-0.5,-2.0,-2.5
910,Andrew Drone,2017,-0.9,1.4,0.5
911,Andrew Eudy,2016,-6.9,2.6,-4.3
912,Andrew Eudy,2017,-2.0,3.3,1.3
913,Andrew Ferry,2011,3.8,-2.9,0.9
914,Andrew Ferry,2012,2.1,-1.7,0.4
915,Andrew Fishler,2016,-6.5,2.7,-3.8
916,Andrew Fishler,2017,-2.8,3.5,0.7
917,Andrew Fitzgerald,2011,-1.0,1.0,0.0
918,Andrew Fitzgerald,2012,0.7,0.1,0.7
919,Andrew Fitzgerald,2013,0.6,1.4,2.1
920,Andrew Fleming,2017,-4.4,-0.1,-4.5
921,Andrew Gabriel,2011,-7.9,-1.9,-9.8
922,Andrew Gonzalez,2011,2.5,-3.2,-0.7
923,Andrew Goudelock,2011,6.5,-2.6,4.0
924,Andrew Harrison,2014,2.5,1.0,3.5
925,Andrew Harrison,2015,4.9,4.1,9.0
926,Andrew Jones,2011,0.5,2.1,2.7
927,Andrew Jones,2017,3.8,4.0,7.8
928,Andrew Keister,2011,-0.2,-1.4,-1.6
929,Andrew Kostecka,2017,1.3,0.3,1.6
930,Andrew Lawrence,2011,2.2,-0.2,2.0
931,Andrew Lawrence,2012,3.3,0.0,3.3
932,Andrew Lawrence,2013,3.3,-0.1,3.2
933,Andrew McAuliffe,2014,-5.2,-0.8,-6.0
934,Andrew McAuliffe,2015,-0.2,1.7,1.5
935,Andrew McAuliffe,2016,-2.0,0.3,-1.7
936,Andrew McAuliffe,2017,-3.9,1.9,-2.0
937,Andrew McCarthy,2011,-1.5,-0.3,-1.8
938,Andrew McCarthy,2012,-3.3,-0.8,-4.1
939,Andrew Nicholas,2012,-1.8,-1.6,-3.4
940,Andrew Nicholas,2014,-0.9,-1.9,-2.7
941,Andrew Nicholas,2015,-0.1,-0.1,-0.2
942,Andrew Nicholson,2011,2.4,0.0,2.3
943,Andrew Nicholson,2012,5.7,3.0,8.6
944,Andrew Osemhen,2011,-7.1,-2.5,-9.6
945,Andrew Osemhen,2012,-7.1,-1.7,-8.8
946,Andrew Osemhen,2013,-6.0,-1.3,-7.3
947,Andrew Osemhen,2014,-7.1,-1.8,-8.9
948,Andrew Ramirez,2017,-4.7,-1.8,-6.5
949,Andrew Rebol,2011,-6.7,0.5,-6.3
950,Andrew Robinson,2016,-3.6,-3.6,-7.3
951,Andrew Rogers,2011,-1.3,-2.2,-3.5
952,Andrew Rogers,2012,-2.7,-2.3,-5.0
953,Andrew Rowsey,2014,3.2,-4.8,-1.6
954,Andrew Rowsey,2015,5.2,-4.4,0.8
955,Andrew Rowsey,2017,9.1,-2.1,7.0
956,Andrew Ryan,2012,-1.2,-3.3,-4.5
957,Andrew Ryan,2013,-0.6,-3.1,-3.7
958,Andrew Ryan,2014,1.0,-2.5,-1.5
959,Andrew Ryan,2015,3.1,-2.9,0.1
960,Andrew Scocca,2015,-5.0,0.1,-4.8
961,Andrew Smith,2011,3.5,2.9,6.4
962,Andrew Smith,2012,2.3,2.4,4.6
963,Andrew Smith,2013,4.5,2.6,7.2
964,Andrew Smith,2014,-0.1,2.0,1.9
965,Andrew Smith,2015,-2.0,2.6,0.6
966,Andrew Stire,2012,-3.2,0.3,-2.9
967,Andrew Stire,2013,-1.1,-0.6,-1.7
968,Andrew Taylor,2011,2.5,1.9,4.4
969,Andrew Van Nest,2011,-3.6,2.0,-1.6
970,Andrew Van Nest,2013,-0.2,-1.6,-1.8
971,Andrew Warren,2011,5.4,-0.3,5.1
972,Andrew White III,2016,6.2,-0.5,5.7
973,Andrew White III,2017,6.4,0.3,6.7
974,Andrew Wiggins,2014,5.4,3.0,8.5
975,Andrew Young,2013,-3.8,1.5,-2.3
976,Andrew Zelis,2016,-6.0,2.6,-3.4
977,Andrew Zimmerman,2011,-2.6,4.5,1.9
978,Andrew Zimmerman,2012,-0.2,4.4,4.2
979,Andrey Semenov,2011,3.3,2.9,6.1
980,Andrey Semenov,2012,1.8,-0.5,1.3
981,Andrey Semenov,2014,-0.5,-1.7,-2.2
982,Andrien White,2016,1.5,0.1,1.6
983,Andrien White,2017,1.9,-0.4,1.4
984,Andrija Matic,2016,-6.1,-1.8,-7.9
985,Andris Misters,2015,0.9,-3.9,-3.0
986,Andris Misters,2017,-2.3,-3.3,-5.6
987,Andy Brown,2013,2.4,3.3,5.8
988,Andy Diaz,2011,-1.1,2.4,1.2
989,Andy Diaz,2012,-2.5,0.5,-2.0
990,Andy Diaz,2013,-3.8,-0.9,-4.7
991,Andy King,2011,2.8,-2.6,0.2
992,Andy Martin,2013,-3.0,2.4,-0.6
993,Andy Martin,2014,-4.0,1.3,-2.7
994,Andy Nagel,2011,-1.1,-1.4,-2.5
995,Andy Ogide,2011,3.1,0.1,3.2
996,Andy Polka,2011,2.1,2.6,4.7
997,Anell Alexis,2011,-2.5,-1.8,-4.3
998,Anell Alexis,2012,-2.1,-1.3,-3.4
999,Anell Alexis,2014,-1.1,-2.2,-3.3
1000,Anfernee McLemore,2017,1.2,3.6,4.8
1001,Angel Delgado,2015,1.4,3.6,5.0
1002,Angel Delgado,2016,0.8,3.9,4.7
1003,Angel Delgado,2017,3.3,3.5,6.8
1004,Angel Matias,2014,-4.0,-1.9,-5.8
1005,Angel Matias,2015,-0.9,2.3,1.4
1006,Angel Nunez,2016,-2.4,0.7,-1.7
1007,Angel Rivera,2015,1.2,-4.9,-3.8
1008,Angel Rivera,2016,0.4,-2.8,-2.5
1009,Angel Rivera,2017,-1.2,-2.9,-4.1
1010,Angel Rodriguez,2012,1.8,2.2,4.0
1011,Angel Rodriguez,2013,5.4,0.2,5.6
1012,Angel Rodriguez,2015,3.6,2.4,6.0
1013,Angel Rodriguez,2016,6.3,2.2,8.5
1014,Angelo Caloiaro,2011,1.7,1.6,3.3
1015,Angelo Caloiaro,2012,6.8,0.2,7.0
1016,Angelo Chol,2012,-1.8,5.3,3.4
1017,Angelo Chol,2013,-2.8,2.6,-0.2
1018,Angelo Chol,2015,-2.4,3.1,0.7
1019,Angelo Chol,2016,-1.7,4.9,3.2
1020,Angelo Johnson,2011,3.1,1.0,4.1
1021,Angelo Johnson,2012,0.2,0.4,0.6
1022,Angelo Warner,2012,0.3,1.1,1.4
